name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
copenhagen,2007-03-21,5.9,2.2,4,1.7,-4.6,-0.8,0.3,76.9,1.037,100,16.67,rain,0,0,,41.5,19.4,1005.3,87.8,15.2,,,,,2007-03-21T06:10:36,2007-03-21T18:24:35,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-03-22,8.1,4,5.9,4,-0.6,1.4,2.6,79.7,0,0,0,,0,0,,38.6,26.3,1008.1,95.1,12,,,,,2007-03-22T06:07:59,2007-03-22T18:26:36,0.11,Overcast,Cloudy skies throughout the day.,cloudy,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-03-23,10,3,6.3,10,-1.8,2.7,2.8,79,0.436,100,16.67,rain,0,0,,29,60.8,1019.5,64.8,10.7,,,,,2007-03-23T06:05:23,2007-03-23T18:28:37,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-03-24,12,6,8.3,12,1.8,5.6,3.2,71.4,0.135,100,8.33,rain,0,0,,41.2,77.2,1022.8,65.1,10.6,,,,,2007-03-24T06:02:46,2007-03-24T18:30:38,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-03-25,13,3.9,7.7,13,-0.5,5.1,2.4,70.5,0,0,0,,0,0,,26.3,77.3,1030.8,0,10.3,,,,,2007-03-25T07:00:09,2007-03-25T19:32:39,0.25,Clear,Clear conditions throughout the day.,clear-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-03-26,13,3.9,7.8,13,0.6,5.8,2.4,70.5,0,0,0,,0,0,,20.9,82.8,1032.2,,10.7,,,,,2007-03-26T06:57:33,2007-03-26T19:34:40,0.25,Clear,Partly cloudy throughout the day.,clear-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-03-27,13.7,2.1,7.2,13.7,-0.2,5.6,0.8,66.4,0,0,0,,0,0,,20.8,90,1029.8,,12.3,,,,,2007-03-27T06:54:56,2007-03-27T19:36:40,0.28,Clear,Partly cloudy throughout the day.,clear-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-03-28,14.8,2.1,7.8,14.8,-0.9,6.1,3,73.9,0,0,0,,0,0,,19.8,83.7,1024.3,0,10,,,,,2007-03-28T06:52:19,2007-03-28T19:38:41,0.32,Clear,Clear conditions throughout the day.,clear-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-03-29,12.8,5.2,8.6,12.8,1.8,6.6,3.6,71.6,0,0,0,,0,0,,23.3,117.9,1018.5,0,8.8,,,,,2007-03-29T06:49:43,2007-03-29T19:40:42,0.35,Clear,Clear conditions throughout the day.,clear-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-03-30,13,3.9,7.7,13,1.5,6.1,3.4,75.2,0,0,0,,0,0,,17.2,78.7,1018,7.5,7.6,,,,,2007-03-30T06:47:07,2007-03-30T19:42:42,0.39,Clear,Clear conditions throughout the day.,clear-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-03-31,15,3.9,8.5,15,0.8,6.9,0.4,59.6,0,0,0,,0,0,,18.5,58.2,1025.9,0,10.6,,,,,2007-03-31T06:44:31,2007-03-31T19:44:43,0.42,Clear,Clear conditions throughout the day.,clear-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-01,13.9,3.6,7.8,13.9,0.4,6.2,1.6,66.7,0,0,0,,0,0,,15.3,38.1,1034.4,0,10.1,,,,,2007-04-01T06:41:55,2007-04-01T19:46:43,0.46,Clear,Clear conditions throughout the day.,clear-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-02,14.1,0,8.2,14.1,-2.2,7.5,-0.5,58.7,0,0,0,,0,0,,19.6,261.4,1029.1,,10.2,,,,,2007-04-02T06:39:19,2007-04-02T19:48:44,0.5,Clear,Partly cloudy throughout the day.,clear-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-03,9,4,6.6,5.9,1.4,3.8,1.5,72,0.495,100,12.5,rain,0,0,,28.5,358.3,1016.4,80.3,12.6,,,,,2007-04-03T06:36:44,2007-04-03T19:50:44,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-04,10.9,-0.2,6,10.9,-3,3.6,0.6,71.2,0,0,0,,0,0,,30.4,254.4,1018.4,67.9,12.2,,,,,2007-04-04T06:34:09,2007-04-04T19:52:44,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-05,13,6.8,9.4,13,1.9,6.7,4.4,71.8,0,0,0,,0,0,66.6,50.3,293.1,1008.7,57.1,11.9,,,,,2007-04-05T06:31:34,2007-04-05T19:54:45,0.59,Partially cloudy,Clearing in the afternoon.,wind,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-06,8.9,5,6.7,5.6,0.4,2.9,-0.4,62.1,0,0,0,,0,0,50,32.5,313.8,1015,78.8,13.2,,,,,2007-04-06T06:29:00,2007-04-06T19:56:45,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-07,9.1,1.1,6.1,5.7,-2.6,2.3,-0.1,65.7,0,0,0,,0,0,,37.3,291.3,1017.9,54.3,12.8,,,,,2007-04-07T06:26:26,2007-04-07T19:58:46,0.66,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-08,7.9,3.2,5.5,4.7,0.1,2.1,2.6,82.5,4.365,100,37.5,rain,0,0,,29.3,276.7,1015.9,84.2,11.4,,,,,2007-04-08T06:23:52,2007-04-08T20:00:46,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-09,10,6.3,8,6.4,3,4.6,6.3,89.2,2.649,100,41.67,rain,0,0,,36.5,279.1,1006.7,90,10.3,,,,,2007-04-09T06:21:19,2007-04-09T20:02:47,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-10,12,7.1,9.5,12,3.3,7.7,5.3,76.7,3.81,100,25,rain,0,0,,39.1,286.9,1010.6,82.9,10.9,,,,,2007-04-10T06:18:46,2007-04-10T20:04:47,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-11,15.1,8.1,11.6,15.1,4.5,10.3,6.3,71.6,0.007,100,4.17,rain,0,0,,38.4,285.1,1017.3,56.3,11.7,,,,,2007-04-11T06:16:14,2007-04-11T20:06:48,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-12,13.4,6.1,9.4,13.4,3.6,8.4,6.2,81.1,0,0,0,,0,0,,17.2,327,1025.5,31.3,10.9,,,,,2007-04-12T06:13:42,2007-04-12T20:08:49,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-13,16,4.7,10,16,3.9,9.6,5.1,74.1,0,0,0,,0,0,,11,22.8,1027.8,0,9.9,,,,,2007-04-13T06:11:11,2007-04-13T20:10:49,0.86,Clear,Clear conditions throughout the day.,clear-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-14,16.1,4.7,10.7,16.1,2.8,10.2,4.8,69,0,0,0,,0,0,,14.7,159.5,1029,0,10.8,,,,,2007-04-14T06:08:40,2007-04-14T20:12:50,0.9,Clear,Clear conditions throughout the day.,clear-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-15,15.9,6.7,11,15.9,5.2,10.5,4.5,66.3,0,0,0,,0,0,,22.7,138.6,1029.3,,12.6,,,,,2007-04-15T06:06:10,2007-04-15T20:14:51,0.93,Clear,Partly cloudy throughout the day.,clear-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-16,16.6,6.8,11.6,16.6,5.6,11.2,6.2,70.9,0,0,0,,0,0,,21.4,165.2,1022.5,,11.6,,,,,2007-04-16T06:03:41,2007-04-16T20:16:51,0.96,Clear,Partly cloudy throughout the day.,clear-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-17,13,7,10.7,13,3.9,9.7,3.8,64.1,0.007,100,4.17,rain,0,0,,29.7,313.3,1015.3,80,12.1,,,,,2007-04-17T06:01:13,2007-04-17T20:18:52,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-18,11.9,6,8.6,11.9,1.5,6.1,1.1,60.4,0.016,100,4.17,rain,0,0,,36.3,300.2,1013.6,53.2,12.9,,,,,2007-04-18T05:58:45,2007-04-18T20:20:53,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-19,10,4.9,7.4,10,-0.7,3.3,3.9,79.2,1.208,100,25,rain,0,0,,42.1,259.9,1008,70.4,12.1,,,,,2007-04-19T05:56:18,2007-04-19T20:22:53,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-20,8,2.9,5.7,3.9,-2.2,1.2,-3.7,52,0,0,0,,0,0,63,36.9,308.2,1013.3,49.5,12.5,,,,,2007-04-20T05:53:52,2007-04-20T20:24:54,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-21,9.4,1.8,5.8,8,-2.6,3.2,-2.8,57.2,0,0,0,,0,0,,19.1,337.7,1022.2,39.6,12.4,,,,,2007-04-21T05:51:26,2007-04-21T20:26:55,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-22,10.2,2.6,6.9,10.2,2.5,4.9,1.2,67.3,0,0,0,,0,0,,23.2,164.1,1024.5,92,12.3,,,,,2007-04-22T05:49:02,2007-04-22T20:28:55,0.17,Overcast,Cloudy skies throughout the day.,cloudy,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-23,16,7,11.2,16,4.8,10.4,5.5,69.5,0.036,100,4.17,rain,0,0,,19,205.3,1017.6,59.5,10.9,,,,,2007-04-23T05:46:38,2007-04-23T20:30:56,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-24,16.1,6.1,11.2,16.1,5.3,11.1,7.9,80.7,0,0,0,,0,0,,18,171.9,1019,22.5,6.5,,,,,2007-04-24T05:44:16,2007-04-24T20:32:56,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-25,13.8,7.9,10.4,13.8,5.2,9.3,7.6,83.3,0,0,0,,0,0,,23.6,152.7,1022.1,28,8.5,,,,,2007-04-25T05:41:54,2007-04-25T20:34:56,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-26,19.3,6,12.8,19.3,5.1,12.5,6.3,68.2,0,0,0,,0,0,,16.8,149.6,1022.6,1.4,9.7,,,,,2007-04-26T05:39:34,2007-04-26T20:36:57,0.3,Clear,Clear conditions throughout the day.,clear-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-27,21.2,7.7,14.3,21.2,7.4,14.3,7.5,66,0,0,0,,0,0,,19.7,41.1,1023.2,0,10.3,,,,,2007-04-27T05:37:14,2007-04-27T20:38:57,0.33,Clear,Clear conditions throughout the day.,clear-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-28,17.1,7.9,12.1,17.1,5.1,11.7,6.8,70.8,0.785,100,8.33,rain,0,0,,21.7,47.3,1024.3,78.5,11.1,,,,,2007-04-28T05:34:56,2007-04-28T20:40:57,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-29,13.1,4,9.3,13.1,2.9,8.3,0.8,56.3,0,0,0,,0,0,,20.4,24.7,1027.1,52.5,12.8,,,,,2007-04-29T05:32:39,2007-04-29T20:42:56,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-04-30,12.1,5.7,8.9,12.1,3.3,7.4,3.2,68,0,0,0,,0,0,,24.7,199.5,1021.6,90,12.8,,,,,2007-04-30T05:30:23,2007-04-30T20:44:56,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-01,15,3.7,9.4,15,1.2,8.2,3.5,67.6,0,0,0,,0,0,,16.9,218.9,1019.8,75,12.4,,,,,2007-05-01T05:28:09,2007-05-01T20:46:55,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-02,17.2,5.7,11.9,17.2,4.8,11.3,5.5,67.6,0,0,0,,0,0,,15.7,40.3,1016.1,33.1,11.8,,,,,2007-05-02T05:25:56,2007-05-02T20:48:54,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-03,12.2,6,9.4,12.2,3.8,8.2,1.7,60,0,0,0,,0,0,,22.9,148,1018.8,,12.6,,,,,2007-05-03T05:23:44,2007-05-03T20:50:52,0.53,Clear,Partly cloudy throughout the day.,clear-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-04,15.4,3.8,10.3,15.4,3.2,10,0.3,54.2,0,0,0,,0,0,,13.9,201,1014.9,,12.2,,,,,2007-05-04T05:21:33,2007-05-04T20:52:51,0.57,Clear,Partly cloudy throughout the day.,clear-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-05,15.1,6.5,11.1,15.1,5.4,10.9,4.8,66.2,0,0,0,,0,0,,21.7,149.6,1015.3,0,11.7,,,,,2007-05-05T05:19:25,2007-05-05T20:54:48,0.6,Clear,Clear conditions throughout the day.,clear-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-06,17.6,6.4,12.3,17.6,5.8,12,6.7,69.4,0,0,0,,0,0,,21.8,179.3,1013.4,53.1,11.2,,,,,2007-05-06T05:17:17,2007-05-06T20:56:46,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-07,14,8.1,11.4,14,6,10.9,7.9,79.4,4.498,100,37.5,rain,0,0,,30.7,249.6,1004.4,75.2,11.7,,,,,2007-05-07T05:15:12,2007-05-07T20:58:42,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-08,12.8,8.8,10.4,12.8,6.2,9.3,7.3,81.4,9.887,100,33.33,rain,0,0,61.2,33.1,259.5,998.5,74.3,12.1,,,,,2007-05-08T05:13:07,2007-05-08T21:00:39,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-09,11.9,8.1,10,11.9,5.4,8.4,5,72.7,2.307,100,29.17,rain,0,0,,37.6,284.1,1001.1,81,12.4,,,,,2007-05-09T05:11:05,2007-05-09T21:02:34,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-10,14,4.8,9.2,14,1.9,7.5,5.4,77.5,2.091,100,20.83,rain,0,0,66.6,46.2,234.7,1001.9,78.3,11.7,,,,,2007-05-10T05:09:04,2007-05-10T21:04:29,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-11,12,10,10.8,12,7.6,10.3,8.6,86.6,1.007,100,45.83,rain,0,0,,21.1,219.2,996.1,91.4,10.8,,,,,2007-05-11T05:07:06,2007-05-11T21:06:23,0.81,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-12,12,7,9.8,12,3.5,8.6,5.7,76.1,0.904,100,4.17,rain,0,0,,26.3,212.7,1004.2,76.2,12.4,,,,,2007-05-12T05:05:09,2007-05-12T21:08:17,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-13,17.1,8.3,13,17.1,6.2,12.7,10.3,84.9,3.092,100,25,rain,0,0,,21.9,200.5,1007.6,73.2,10.4,,,,,2007-05-13T05:03:14,2007-05-13T21:10:09,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-14,19.1,12.2,15.2,19.1,12.2,15.2,10.6,75.1,0.146,100,4.17,rain,0,0,,32.8,201,1003.1,81.3,12.3,,,,,2007-05-14T05:01:21,2007-05-14T21:12:01,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-15,14.9,7.8,11.1,14.9,4.6,10.1,4,63.4,0,0,0,,0,0,,28.4,286.2,1008.1,63.7,13.6,,,,,2007-05-15T04:59:30,2007-05-15T21:13:51,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-16,11,5,9,11,4,8,5.3,78,12.718,100,25,rain,0,0,,17.6,145.8,1009.3,63.6,11.7,,,,,2007-05-16T04:57:41,2007-05-16T21:15:41,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-17,10.8,8.1,9.6,10.8,4.4,7.8,8.2,90.6,11.618,100,37.5,rain,0,0,,26.9,344.2,1001.3,91.8,9.9,,,,,2007-05-17T04:55:55,2007-05-17T21:17:29,0.02,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-18,15,8.9,11.9,15,6.5,11.4,6.5,71.5,0.142,100,16.67,rain,0,0,,24.7,219.3,1012.6,56.7,12.4,,,,,2007-05-18T04:54:10,2007-05-18T21:19:17,0.05,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-19,17,10.9,13.4,17,10.9,13.4,9.6,78.6,3.253,100,33.33,rain,0,0,,30.8,199,1010.5,59.2,11.2,,,,,2007-05-19T04:52:29,2007-05-19T21:21:03,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-20,18,7.9,13.7,18,6.5,13.3,7.5,68.7,0,0,0,,0,0,,17.3,186.2,1018.5,45.1,11.2,,,,,2007-05-20T04:50:49,2007-05-20T21:22:47,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-21,21,11.9,16.2,21,11.9,16.2,12.5,78.6,0,0,0,,0,0,,21.6,90.8,1015.7,67.5,10.5,,,,,2007-05-21T04:49:12,2007-05-21T21:24:30,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-22,17.1,12,14.3,17.1,12,14.3,11,82,0,0,0,,0,0,,21.3,339.8,1015.4,69.2,8.9,,,,,2007-05-22T04:47:37,2007-05-22T21:26:12,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-23,16.1,9.8,13.3,16.1,8.7,13.2,5.4,61.6,0,0,0,,0,0,,21.4,300.8,1019.9,39.2,13,,,,,2007-05-23T04:46:06,2007-05-23T21:27:52,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-24,18.9,8.9,13.9,18.9,7.6,13.6,9.5,75.7,0,0,0,,0,0,,19.3,219,1017.1,81.2,12.9,,,,,2007-05-24T04:44:36,2007-05-24T21:29:30,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-25,21.1,13,16.3,21.1,13,16.3,12.2,77.4,0.081,100,8.33,rain,0,0,,15,171.4,1008,73.6,10.8,,,,,2007-05-25T04:43:10,2007-05-25T21:31:06,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-26,14.2,10.9,12.9,14.2,10.9,12.9,10.5,85.7,0.892,100,12.5,rain,0,0,,28.3,1.5,1003.7,70.1,9,,,,,2007-05-26T04:41:46,2007-05-26T21:32:41,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-27,17.8,11,13.7,17.8,11,13.7,10.1,79.4,4.15,100,16.67,rain,0,0,,24.9,46.1,1000.4,90.8,11.9,,,,,2007-05-27T04:40:25,2007-05-27T21:34:13,0.35,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-28,18.2,13.9,15.4,18.2,13.9,15.4,14.2,92.8,3.144,100,8.33,rain,0,0,,14.5,137.6,997.2,92.5,4.5,,,,,2007-05-28T04:39:08,2007-05-28T21:35:44,0.38,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-29,23.1,15,18.4,23.1,15,18.4,15.3,82.8,11.464,100,20.83,rain,0,0,,26.7,64.4,998.7,93.4,10,,,,,2007-05-29T04:37:53,2007-05-29T21:37:12,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-30,16.7,11.7,14.5,16.7,11.7,14.5,10.6,78.5,0.368,100,8.33,rain,0,0,,26.1,275.8,1006.8,85.6,10.6,,,,,2007-05-30T04:36:41,2007-05-30T21:38:38,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-05-31,18.1,8,14,18.1,6.3,13.9,7.1,64.8,0,0,0,,0,0,,12.8,181.6,1015.2,35.7,11.7,,,,,2007-05-31T04:35:33,2007-05-31T21:40:01,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-06-01,20.2,12.7,16.6,20.2,12.7,16.6,9.6,64.7,0.252,100,4.17,rain,0,0,,20.2,1,1018.6,69.5,12,,,,,2007-06-01T04:34:27,2007-06-01T21:41:22,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-06-02,15.9,12.2,14.1,15.9,12.2,14.1,11.4,84,1.801,100,16.67,rain,0,0,,20.4,54.9,1024.7,86,12.3,,,,,2007-06-02T04:33:25,2007-06-02T21:42:41,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-06-03,20,10.7,15.4,20,10.7,15.4,9.4,68.2,0,0,0,,0,0,,23.3,56.2,1026.1,53.2,12.6,,,,,2007-06-03T04:32:26,2007-06-03T21:43:57,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-06-04,18,14,15.5,18,14,15.5,11.3,76,1.677,100,4.17,rain,0,0,,18.1,49.4,1024.8,86.6,12.6,,,,,2007-06-04T04:31:31,2007-06-04T21:45:10,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-06-05,23,14.3,18,23,14.3,18,12.9,73.3,8.034,100,12.5,rain,0,0,,19.1,46.3,1022.5,84.5,12.2,,,,,2007-06-05T04:30:39,2007-06-05T21:46:20,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-06-06,22.9,15,18.7,22.9,15,18.7,13.3,71.1,0.03,100,4.17,rain,0,0,,13.8,62.7,1020.2,90,11.5,,,,,2007-06-06T04:29:51,2007-06-06T21:47:28,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-06-07,25,15.8,20,25,15.8,20,12.8,63.8,0,0,0,,0,0,,18,61.9,1021,50,11.7,,,,,2007-06-07T04:29:06,2007-06-07T21:48:32,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-06-08,24.9,13.9,19.7,24.9,13.9,19.7,10.9,58.6,0,0,0,,0,0,,14.4,90.9,1021.5,,12.6,,,,,2007-06-08T04:28:25,2007-06-08T21:49:33,0.75,Clear,Partly cloudy throughout the day.,clear-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-06-09,25.7,12.6,20.3,25.7,12.6,20.3,9.2,52.8,0,0,0,,0,0,,14.3,190.3,1019.7,,11.5,,,,,2007-06-09T04:27:48,2007-06-09T21:50:31,0.8,Clear,Partly cloudy throughout the day.,clear-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-06-10,26.9,14.6,21.2,26.8,14.6,21.2,12.4,59.1,0,0,0,,0,0,,17.1,194.1,1017.1,83.3,11.8,,,,,2007-06-10T04:27:14,2007-06-10T21:51:26,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-06-11,29.1,16.6,23.1,27.9,16.6,22.9,12.6,55.3,0,0,0,,0,0,,12.1,349.1,1013.2,30,11.6,,,,,2007-06-11T04:26:44,2007-06-11T21:52:18,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-06-12,25.9,16,21.5,25.9,16,21.5,13.3,61.9,0,0,0,,0,0,,23.5,261.9,1005.1,37.5,11.5,,,,,2007-06-12T04:26:18,2007-06-12T21:53:06,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
